,R_fighter,B_fighter,win_by,last_round,date,location,Fight_type,Winner,indexfighter1,Agefighter1,weight_classfighter1,height_cmfighter1,reach_cmfighter1,ape_indexfighter1,Number_of_fightsfighter1,win_percentagefighter1,O_SLpMfighter1,O_StrPctfighter1,D_SApMfighter1,D_StrPctfighter1,O_TdAvgfighter1,O_TdAccfighter1,O_SubAvgfighter1,D_TdPctfighter1,weightfighter1,indexfighter2,Agefighter2,weight_classfighter2,height_cmfighter2,reach_cmfighter2,ape_indexfighter2,Number_of_fightsfighter2,win_percentagefighter2,O_SLpMfighter2,O_StrPctfighter2,D_SApMfighter2,D_StrPctfighter2,O_TdAvgfighter2,O_TdAccfighter2,O_SubAvgfighter2,D_TdPctfighter2,weightfighter2
2957,Diego Rivas,Rodolfo Rubio Perez,Decision - Unanimous,3,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Featherweight Bout,1,1081,30,Featherweight 145 lb,173.0,175.0,1.0115606936416186,12,0.8333333333333334,1.37,0.4,2.14,0.52,1.79,0.6,0.9,0.64,145,941,35,Featherweight 145 lb,165.0,165.0,1.0,27,0.3703703703703703,1.13,0.36,1.0,0.62,2.0,0.33,0.0,0.33,145
2958,Tim Gorman,Thomas Almeida,Decision - Unanimous,3,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Bantamweight Bout,0,2408,38,Bantamweight 135 lb,165.0,165.0,1.0,13,0.6923076923076923,2.73,0.31,5.57,0.46,1.0,0.09,0.0,0.33,135,1646,30,Featherweight 145 lb,170.0,178.0,1.0470588235294118,27,0.8148148148148148,4.84,0.43,4.93,0.61,0.17,0.14,0.0,0.75,145
2959,Colby Covington,Wagner Silva,Submission,3,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Welterweight Bout,1,1940,34,Welterweight 170 lb,180.0,183.0,1.0166666666666666,19,0.8421052631578947,4.14,0.38,3.09,0.55,4.1,0.46,0.1,0.72,170,968,35,Welterweight 170 lb,183.0,183.0,1.0,9,0.6666666666666666,1.69,0.29,2.87,0.65,0.0,0.0,0.0,0.58,170
2960,Luke Rockhold,Michael Bisping,Submission,2,"November 07, 2014","Sydney, New South Wales, Australia",Middleweight Bout,1,1041,37,Light Heavyweight 205 lb,190.0,196.0,1.0315789473684212,21,0.7619047619047619,4.18,0.48,2.43,0.56,0.67,0.3,1.1,0.68,205,1821,43,Middleweight 185 lb,185.0,190.0,1.027027027027027,39,0.7692307692307693,4.33,0.38,2.71,0.65,1.05,0.43,0.3,0.63,185
2961,Clint Hester,Robert Whittaker,KO/TKO,2,"November 07, 2014","Sydney, New South Wales, Australia",Middleweight Bout,0,2571,35,Light Heavyweight 205 lb,188.0,196.0,1.0425531914893618,17,0.6470588235294118,3.36,0.42,3.44,0.56,1.02,0.35,0.0,0.6,205,1449,31,Middleweight 185 lb,183.0,185.0,1.010928961748634,30,0.8,4.45,0.42,3.32,0.6,0.81,0.35,0.0,0.83,185
2962,Louis Smolka,Richie Vaculik,KO/TKO,3,"November 07, 2014","Sydney, New South Wales, Australia",Flyweight Bout,1,902,30,Bantamweight 135 lb,175.0,173.0,0.9885714285714284,25,0.68,4.54,0.47,3.87,0.52,1.81,0.37,1.9,0.31,135,1411,38,Flyweight 125 lb,168.0,175.0,1.0416666666666667,14,0.7142857142857143,3.69,0.46,4.09,0.57,3.0,0.45,1.0,0.31,125
2963,Vagner Rocha,Jake Matthews,Submission,2,"November 07, 2014","Sydney, New South Wales, Australia",Lightweight Bout,0,1043,39,Lightweight 155 lb,178.0,185.0,1.0393258426966292,18,0.7777777777777778,2.64,0.42,4.5,0.48,1.4,0.33,1.9,0.5,155,426,27,Welterweight 170 lb,180.0,185.0,1.0277777777777777,22,0.7727272727272727,3.03,0.44,2.16,0.61,1.93,0.41,0.6,0.66,170
2964,Walt Harris,Soa Palelei,KO/TKO,2,"November 07, 2014","Sydney, New South Wales, Australia",Heavyweight Bout,0,2619,38,Heavyweight 265 lb,196.0,196.0,1.0,23,0.5652173913043478,3.05,0.39,3.33,0.54,0.29,0.28,0.1,0.7,250,776,44,Heavyweight 265 lb,193.0,206.0,1.067357512953368,27,0.8148148148148148,2.47,0.57,2.68,0.48,2.2,0.47,0.0,0.66,265
2965,Guto Inocente,Anthony Perosh,Submission,1,"November 07, 2014","Sydney, New South Wales, Australia",Light Heavyweight Bout,0,2667,35,Light Heavyweight 205 lb,190.0,190.0,1.0,11,0.6363636363636364,4.13,0.66,2.92,0.54,0.67,0.33,0.7,0.66,205,730,49,Light Heavyweight 205 lb,190.0,190.0,1.0,25,0.6,2.27,0.43,3.77,0.53,2.03,0.22,1.1,0.33,205
2966,Dylan Andrews,Sam Alvey,KO/TKO,1,"November 07, 2014","Sydney, New South Wales, Australia",Middleweight Bout,0,1615,42,Middleweight 185 lb,185.0,188.0,1.0162162162162165,25,0.72,2.21,0.5,2.72,0.46,2.83,0.5,0.4,0.57,185,1629,35,Middleweight 185 lb,188.0,190.0,1.0106382978723405,51,0.6470588235294118,3.3,0.44,3.57,0.53,0.07,0.16,0.1,0.82,185
2967,Ross Pearson,Al Iaquinta,KO/TKO,2,"November 07, 2014","Sydney, New South Wales, Australia",Lightweight Bout,0,753,37,Lightweight 155 lb,173.0,175.0,1.0115606936416186,36,0.5555555555555556,3.68,0.4,4.09,0.62,0.74,0.35,0.0,0.75,155,2678,34,Lightweight 155 lb,178.0,178.0,1.0,22,0.6363636363636364,4.06,0.4,4.53,0.61,0.63,0.18,0.2,0.74,155
2968,Jumabieke Tuerxun,Marcus Brimage,KO/TKO,1,"November 07, 2014","Sydney, New South Wales, Australia",Bantamweight Bout,0,1247,35,Bantamweight 135 lb,170.0,170.0,1.0,24,0.7916666666666666,1.6,0.28,3.08,0.59,0.47,0.11,0.9,0.66,135,1770,36,Bantamweight 135 lb,163.0,180.0,1.1042944785276074,14,0.5,3.97,0.35,3.64,0.56,0.56,1.0,0.0,0.8,135
2969,Chris Clements,Vik Grujic,KO/TKO,1,"November 07, 2014","Sydney, New South Wales, Australia",Welterweight Bout,1,1984,46,Welterweight 170 lb,178.0,178.0,1.0,18,0.6666666666666666,3.2,0.49,2.37,0.44,0.0,0.0,0.3,0.32,170,2365,45,Welterweight 170 lb,180.0,185.0,1.0277777777777777,12,0.5,2.24,0.48,3.39,0.41,1.18,0.33,0.4,0.26,170
2970,Daniel Kelly,Luke Zachrich,Submission,1,"November 07, 2014","Sydney, New South Wales, Australia",Middleweight Bout,1,86,44,Middleweight 185 lb,183.0,178.0,0.9726775956284152,17,0.7647058823529411,3.62,0.38,4.64,0.61,1.86,0.34,0.3,0.78,185,1561,40,Middleweight 185 lb,188.0,188.0,1.0,18,0.7777777777777778,4.56,0.32,4.46,0.62,0.74,0.33,0.0,0.8,185
2971,Neil Magny,William Macario,KO/TKO,3,"October 25, 2014","Rio de Janeiro, Brazil",Welterweight Bout,1,493,34,Welterweight 170 lb,190.0,203.0,1.068421052631579,34,0.7352941176470589,3.67,0.46,2.06,0.56,2.44,0.42,0.3,0.57,170,513,30,Welterweight 170 lb,180.0,190.0,1.0555555555555556,12,0.75,4.92,0.54,3.96,0.65,1.85,0.45,0.0,0.78,170
2972,Diego Ferreira,Beneil Dariush,Decision - Unanimous,3,"October 25, 2014","Rio de Janeiro, Brazil",Lightweight Bout,0,2323,37,Lightweight 155 lb,175.0,188.0,1.0742857142857145,22,0.7727272727272727,4.67,0.37,3.35,0.56,0.75,0.24,0.8,0.63,155,2187,32,Lightweight 155 lb,178.0,183.0,1.0280898876404494,26,0.8076923076923077,3.8,0.49,2.58,0.58,2.11,0.34,1.0,0.81,155
2973,Lucas Martins,Darren Elkins,Decision - Split,3,"October 25, 2014","Rio de Janeiro, Brazil",Featherweight Bout,0,437,33,Featherweight 145 lb,183.0,183.0,1.0,22,0.8636363636363636,2.87,0.35,4.14,0.6,0.0,0.0,0.5,0.76,145,2244,37,Featherweight 145 lb,178.0,180.0,1.0112359550561798,37,0.7297297297297297,3.44,0.38,3.09,0.52,2.65,0.32,1.1,0.56,145
2974,Glover Teixeira,Phil Davis,Decision - Unanimous,3,"October 25, 2014","Rio de Janeiro, Brazil",Light Heavyweight Bout,0,1307,42,Light Heavyweight 205 lb,188.0,193.0,1.0265957446808511,40,0.825,3.72,0.48,3.83,0.54,2.11,0.39,1.1,0.6,205,2182,37,Light Heavyweight 205 lb,188.0,201.0,1.069148936170213,21,0.8095238095238095,2.85,0.34,1.33,0.72,2.99,0.38,0.6,0.72,205
2975,Naoyuki Kotani,Yan Cabral,Submission,2,"October 25, 2014","Rio de Janeiro, Brazil",Lightweight Bout,0,35,40,Lightweight 155 lb,173.0,168.0,0.9710982658959536,55,0.6181818181818182,1.02,0.31,2.89,0.5,0.83,0.16,0.8,0.46,155,2083,38,Lightweight 155 lb,180.0,185.0,1.0277777777777777,16,0.8125,2.02,0.47,1.98,0.62,2.89,0.35,1.2,0.37,155
2976,Scott Jorgensen,Wilson Reis,Submission,1,"October 25, 2014","Rio de Janeiro, Brazil",Flyweight Bout,0,2694,39,Bantamweight 135 lb,165.0,168.0,1.018181818181818,27,0.5555555555555556,3.37,0.4,3.41,0.65,2.61,0.45,0.7,0.59,135,1147,37,Flyweight 125 lb,163.0,165.0,1.012269938650307,33,0.696969696969697,1.83,0.29,3.04,0.55,5.15,0.42,0.6,0.47,125
2977,Fabio Maldonado,Hans Stringer,KO/TKO,2,"October 25, 2014","Rio de Janeiro, Brazil",Light Heavyweight Bout,1,476,41,Light Heavyweight 205 lb,185.0,190.0,1.027027027027027,34,0.6764705882352942,5.29,0.58,4.31,0.53,0.44,0.57,0.6,0.61,205,820,34,Light Heavyweight 205 lb,190.0,190.0,1.0,33,0.6666666666666666,3.16,0.61,2.84,0.41,2.4,0.36,0.0,0.62,205
2978,Jose Aldo,Chad Mendes,Decision - Unanimous,5,"October 25, 2014","Rio de Janeiro, Brazil",UFC Featherweight Title Bout,1,1663,35,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,38,0.8157894736842105,3.61,0.46,3.74,0.6,0.51,0.54,0.2,0.9,135,370,36,Featherweight 145 lb,168.0,168.0,1.0,23,0.782608695652174,2.78,0.49,2.35,0.67,4.13,0.55,0.3,1.0,145
2979,Anthony Rocco Martin,Fabricio Camoes,Submission,1,"October 25, 2014","Rio de Janeiro, Brazil",Lightweight Bout,1,450,32,Welterweight 170 lb,183.0,185.0,1.010928961748634,23,0.7391304347826086,2.68,0.37,2.59,0.58,0.71,0.27,1.0,0.68,170,2075,43,Lightweight 155 lb,178.0,180.0,1.0112359550561798,24,0.5833333333333334,1.29,0.33,1.85,0.61,2.34,0.32,1.5,0.2,155
2980,Christos Giagos,Gilbert Burns,Submission,1,"October 25, 2014","Rio de Janeiro, Brazil",Lightweight Bout,0,2459,32,Lightweight 155 lb,178.0,180.0,1.0112359550561798,28,0.6785714285714286,2.88,0.41,2.93,0.49,3.31,0.41,0.5,0.52,155,1726,35,Welterweight 170 lb,178.0,180.0,1.0112359550561798,24,0.8333333333333334,3.12,0.46,2.9,0.55,2.16,0.36,0.6,0.5,170
2981,Andre Fili,Felipe Arantes,Decision - Unanimous,3,"October 25, 2014","Rio de Janeiro, Brazil",Featherweight Bout,1,2314,31,Featherweight 145 lb,180.0,188.0,1.0444444444444445,29,0.7241379310344828,3.8,0.36,3.86,0.52,2.5,0.5,0.2,0.68,145,1598,34,Bantamweight 135 lb,173.0,185.0,1.069364161849711,29,0.6206896551724138,2.37,0.45,2.66,0.64,0.93,0.47,0.7,0.41,135
2982,Roman Salazar,Mitch Gagnon,Submission,1,"October 04, 2014","Halifax, Nova Scotia, Canada",Bantamweight Bout,0,1220,34,Bantamweight 135 lb,170.0,170.0,1.0,16,0.625,1.95,0.39,2.89,0.57,1.77,0.18,0.0,0.5,135,2497,37,Bantamweight 135 lb,165.0,165.0,1.0,17,0.7058823529411765,2.76,0.46,2.21,0.61,1.16,0.25,1.9,0.65,135
2983,Jake Lindsey,Olivier Aubin-Mercier,Submission,2,"October 04, 2014","Halifax, Nova Scotia, Canada",Lightweight Bout,0,150,35,Lightweight 155 lb,180.0,180.0,1.0,19,0.631578947368421,3.44,0.52,4.01,0.46,0.65,0.33,0.0,0.5,155,1574,33,Lightweight 155 lb,175.0,178.0,1.0171428571428571,16,0.6875,2.48,0.51,2.97,0.55,2.36,0.33,0.5,0.7,155
2984,Li Jingliang,Nordine Taleb,Decision - Split,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Welterweight Bout,0,178,33,Welterweight 170 lb,183.0,180.0,0.9836065573770492,25,0.72,4.42,0.42,3.74,0.58,1.25,0.39,0.0,0.58,170,1325,40,Welterweight 170 lb,185.0,188.0,1.0162162162162165,22,0.6818181818181818,3.66,0.51,2.62,0.66,1.94,0.76,0.0,0.73,170
2985,Rory MacDonald,Tarec Saffiedine,KO/TKO,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Welterweight Bout,1,510,32,Welterweight 170 lb,183.0,193.0,1.0546448087431697,23,0.8260869565217391,3.75,0.42,2.8,0.62,1.77,0.47,0.4,0.88,170,1234,35,Welterweight 170 lb,178.0,178.0,1.0,23,0.6956521739130435,4.05,0.47,3.06,0.62,0.52,0.36,0.1,0.84,170
2986,Yosdenis Cedeno,Chad Laprise,Decision - Unanimous,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Lightweight Bout,0,2024,37,Lightweight 155 lb,173.0,175.0,1.0115606936416186,17,0.5882352941176471,1.64,0.29,1.6,0.67,0.0,0.0,0.3,0.31,155,223,35,Welterweight 170 lb,178.0,180.0,1.0112359550561798,17,0.7647058823529411,4.78,0.42,3.59,0.65,1.05,0.54,0.0,0.78,170
2987,Raphael Assuncao,Bryan Caraway,Decision - Unanimous,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Bantamweight Bout,1,1576,39,Bantamweight 135 lb,165.0,168.0,1.018181818181818,36,0.75,3.2,0.4,2.34,0.68,1.44,0.38,0.3,0.77,135,2055,37,Bantamweight 135 lb,173.0,173.0,1.0,30,0.7,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,135
2988,Anthony Njokuani,Daron Cruickshank,Decision - Unanimous,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Lightweight Bout,0,538,42,Lightweight 155 lb,185.0,190.0,1.027027027027027,28,0.5714285714285714,3.94,0.46,2.41,0.65,0.5,0.45,0.2,0.53,155,1928,36,Lightweight 155 lb,173.0,183.0,1.0578034682080926,28,0.6428571428571429,2.88,0.38,2.98,0.57,2.04,0.41,0.2,0.6,155
2989,Elias Theodorou,Bruno Santos,Decision - Unanimous,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Middleweight Bout,1,1294,33,Middleweight 185 lb,185.0,190.0,1.027027027027027,19,0.8421052631578947,4.19,0.42,2.39,0.53,1.27,0.28,0.0,0.59,185,1165,34,Middleweight 185 lb,175.0,175.0,1.0,17,0.8823529411764706,1.18,0.46,2.27,0.56,3.0,0.37,0.3,0.66,185
2990,Chris Kelades,Paddy Holohan,Decision - Unanimous,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Flyweight Bout,1,91,41,Flyweight 125 lb,170.0,173.0,1.0176470588235291,12,0.75,2.4,0.43,2.64,0.48,1.04,0.18,0.3,0.53,125,2538,33,Flyweight 125 lb,178.0,175.0,0.9831460674157304,15,0.8,2.13,0.46,2.81,0.46,2.88,0.47,1.3,0.71,125
2991,Jason Saggo,Paul Felder,Decision - Split,3,"October 04, 2014","Halifax, Nova Scotia, Canada",Lightweight Bout,0,1233,36,Lightweight 155 lb,180.0,180.0,1.0,16,0.75,2.5,0.39,2.94,0.52,2.33,0.4,0.0,0.23,155,2331,37,Lightweight 155 lb,180.0,178.0,0.9888888888888888,23,0.7391304347826086,3.7,0.44,3.44,0.48,0.29,0.28,0.2,0.64,155
2992,Albert Tumenov,Matt Dwyer,KO/TKO,1,"October 04, 2014","Halifax, Nova Scotia, Canada",Welterweight Bout,1,1244,30,Welterweight 170 lb,180.0,185.0,1.0277777777777777,22,0.8181818181818182,3.76,0.42,3.34,0.58,0.2,0.2,0.0,0.75,170,2084,32,Welterweight 170 lb,193.0,193.0,1.0,13,0.6923076923076923,2.57,0.34,3.24,0.54,0.44,0.1,0.0,0.6,170
2993,Nicholas Musoke,Alexander Yakovlev,Decision - Unanimous,3,"October 04, 2014","Stockholm, Sweden",Welterweight Bout,1,243,35,Welterweight 170 lb,183.0,190.0,1.0382513661202186,18,0.7222222222222222,3.56,0.35,3.8,0.57,1.16,0.19,0.2,0.82,170,1535,37,Lightweight 155 lb,190.0,188.0,0.9894736842105264,35,0.6857142857142857,1.74,0.47,2.41,0.58,1.66,0.35,0.1,0.72,155
2994,Gasan Umalatov,Cathal Pendred,Decision - Split,3,"October 04, 2014","Stockholm, Sweden",Welterweight Bout,0,1346,39,Welterweight 170 lb,180.0,180.0,1.0,23,0.7391304347826086,2.23,0.39,4.1,0.59,0.75,0.17,0.0,0.9,170,745,34,Welterweight 170 lb,185.0,190.0,1.027027027027027,22,0.7727272727272727,2.49,0.44,3.01,0.55,2.46,0.23,0.4,0.83,170
2995,Akira Corassani,Max Holloway,KO/TKO,1,"October 04, 2014","Stockholm, Sweden",Featherweight Bout,0,1959,39,Featherweight 145 lb,173.0,173.0,1.0,18,0.6666666666666666,3.25,0.45,4.91,0.5,0.7,0.28,0.0,0.86,145,2544,30,Featherweight 145 lb,180.0,175.0,0.9722222222222222,29,0.7931034482758621,7.38,0.47,4.69,0.6,0.31,0.66,0.3,0.84,145
2996,Dennis Siver,Charles Rosa,Decision - Unanimous,3,"October 04, 2014","Stockholm, Sweden",Featherweight Bout,1,922,43,Featherweight 145 lb,168.0,178.0,1.0595238095238095,34,0.6764705882352942,3.87,0.32,2.67,0.65,0.87,0.32,0.3,0.65,145,958,35,Featherweight 145 lb,175.0,175.0,1.0,21,0.6666666666666666,3.05,0.36,3.62,0.48,1.64,0.37,1.0,0.38,145
2997,Gunnar Nelson,Rick Story,Decision - Split,5,"October 04, 2014","Stockholm, Sweden",Welterweight Bout,0,560,33,Welterweight 170 lb,180.0,183.0,1.0166666666666666,23,0.7391304347826086,1.71,0.57,3.33,0.49,1.72,0.55,0.9,0.66,170,830,37,Welterweight 170 lb,175.0,180.0,1.0285714285714285,28,0.6785714285714286,3.8,0.41,2.17,0.62,2.53,0.48,0.9,0.63,170
2998,Magnus Cedenblad,Scott Askham,Decision - Unanimous,3,"October 04, 2014","Stockholm, Sweden",Middleweight Bout,1,2025,39,Middleweight 185 lb,196.0,201.0,1.0255102040816326,19,0.7368421052631579,2.38,0.51,3.02,0.4,2.87,0.64,1.0,0.66,185,1581,33,Middleweight 185 lb,190.0,190.0,1.0,18,0.7777777777777778,3.03,0.46,3.52,0.52,0.44,0.18,0.7,0.65,185
2999,Mike Wilkinson,Niklas Backstrom,KO/TKO,1,"October 04, 2014","Stockholm, Sweden",Featherweight Bout,1,1443,34,Featherweight 145 lb,170.0,168.0,0.9882352941176472,13,0.6923076923076923,2.35,0.38,3.7,0.35,0.92,0.14,0.9,0.55,145,1910,32,Featherweight 145 lb,185.0,185.0,1.0,14,0.7857142857142857,1.12,0.41,3.65,0.4,2.92,0.8,2.2,0.72,145
3000,Jan Blachowicz,Ilir Latifi,KO/TKO,1,"October 04, 2014","Stockholm, Sweden",Light Heavyweight Bout,1,1819,39,Light Heavyweight 205 lb,188.0,198.0,1.053191489361702,37,0.7567567567567568,3.59,0.49,2.79,0.53,1.14,0.53,0.2,0.65,205,215,38,Heavyweight 265 lb,178.0,185.0,1.0393258426966292,24,0.6666666666666666,1.84,0.39,2.86,0.56,2.02,0.34,0.4,1.0,230
3001,Krzysztof Jotko,Tor Troeng,Decision - Unanimous,3,"October 04, 2014","Stockholm, Sweden",Middleweight Bout,1,2691,32,Middleweight 185 lb,185.0,196.0,1.0594594594594595,28,0.8214285714285714,2.92,0.41,2.24,0.57,1.15,0.34,0.1,0.83,185,1253,39,Middleweight 185 lb,188.0,188.0,1.0,24,0.6666666666666666,1.16,0.46,3.26,0.32,0.62,0.07,0.3,0.66,185
3002,Mairbek Taisumov,Marcin Bandel,KO/TKO,1,"October 04, 2014","Stockholm, Sweden",Lightweight Bout,1,1333,33,Lightweight 155 lb,175.0,185.0,1.0571428571428572,33,0.8181818181818182,2.98,0.39,3.03,0.64,1.34,0.63,0.0,0.88,155,1896,32,Lightweight 155 lb,178.0,178.0,1.0,22,0.6818181818181818,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,155
3003,Zubaira Tukhugov,Ernest Chavez,KO/TKO,1,"October 04, 2014","Stockholm, Sweden",Featherweight Bout,1,1245,31,Featherweight 145 lb,173.0,173.0,1.0,26,0.7692307692307693,2.94,0.39,2.84,0.65,2.46,0.43,0.0,1.0,145,2015,38,Featherweight 145 lb,173.0,178.0,1.0289017341040465,12,0.8333333333333334,2.79,0.4,3.89,0.59,0.89,0.33,0.0,0.5,145
3004,Conor McGregor,Dustin Poirier,KO/TKO,1,"September 27, 2014","Las Vegas, Nevada, USA",Featherweight Bout,1,395,33,Lightweight 155 lb,175.0,188.0,1.0742857142857145,28,0.7857142857142857,5.32,0.49,4.66,0.54,0.67,0.55,0.1,0.66,155,688,33,Lightweight 155 lb,175.0,183.0,1.0457142857142858,35,0.8,5.61,0.5,4.28,0.53,1.44,0.36,1.2,0.64,155
3005,Amanda Nunes,Cat Zingano,KO/TKO,3,"September 27, 2014","Las Vegas, Nevada, USA",Women's Bantamweight Bout,0,522,33,Bantamweight 135 lb,173.0,175.0,1.0115606936416186,26,0.8076923076923077,4.55,0.51,2.81,0.55,2.46,0.54,0.8,0.82,135,1540,39,Featherweight 145 lb,168.0,173.0,1.0297619047619049,14,0.7142857142857143,2.57,0.61,1.63,0.47,2.77,0.65,0.8,0.42,145
3006,Jorge Masvidal,James Krause,Decision - Unanimous,3,"September 27, 2014","Las Vegas, Nevada, USA",Lightweight Bout,1,431,37,Welterweight 170 lb,180.0,188.0,1.0444444444444445,50,0.7,4.22,0.48,3.01,0.65,1.54,0.59,0.3,0.75,170,32,35,Welterweight 170 lb,188.0,185.0,0.9840425531914894,37,0.7567567567567568,4.79,0.49,4.11,0.61,0.96,0.18,0.9,0.59,170
3007,Donald Cerrone,Eddie Alvarez,Decision - Unanimous,3,"September 27, 2014","Las Vegas, Nevada, USA",Lightweight Bout,1,2021,38,Welterweight 170 lb,185.0,185.0,1.0,52,0.6923076923076923,4.43,0.46,4.49,0.53,1.18,0.33,1.2,0.74,170,1636,38,Lightweight 155 lb,175.0,175.0,1.0,35,0.8285714285714286,4.32,0.41,4.39,0.55,2.92,0.36,0.5,0.92,155
3008,Tim Kennedy,Yoel Romero,KO/TKO,3,"September 27, 2014","Las Vegas, Nevada, USA",Middleweight Bout,0,85,42,Middleweight 185 lb,180.0,188.0,1.0444444444444445,24,0.75,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,185,991,44,Middleweight 185 lb,183.0,185.0,1.010928961748634,18,0.7222222222222222,3.44,0.49,3.05,0.6,1.57,0.3,0.0,0.78,185
3009,Demetrious Johnson,Chris Cariaso,Submission,2,"September 27, 2014","Las Vegas, Nevada, USA",UFC Flyweight Title Bout,1,2717,35,Flyweight 125 lb,160.0,168.0,1.05,31,0.8709677419354839,3.43,0.54,1.66,0.67,3.35,0.56,0.5,0.65,125,2053,40,Flyweight 125 lb,160.0,163.0,1.01875,25,0.68,3.35,0.43,2.23,0.61,1.11,0.39,0.8,0.57,125
3010,Dominick Cruz,Takeya Mizugaki,KO/TKO,1,"September 27, 2014","Las Vegas, Nevada, USA",Bantamweight Bout,1,1924,36,Bantamweight 135 lb,173.0,173.0,1.0,27,0.8888888888888888,3.82,0.33,2.56,0.71,2.88,0.43,0.1,0.83,135,318,38,Bantamweight 135 lb,170.0,175.0,1.0294117647058822,34,0.6176470588235294,3.37,0.37,3.27,0.57,1.46,0.57,0.1,0.7,135
3011,Patrick Cote,Stephen Thompson,Decision - Unanimous,3,"September 27, 2014","Las Vegas, Nevada, USA",Welterweight Bout,0,1947,42,Welterweight 170 lb,180.0,190.0,1.0555555555555556,34,0.6764705882352942,2.81,0.48,3.21,0.48,0.68,0.2,0.2,0.43,170,1286,39,Welterweight 170 lb,183.0,190.0,1.0382513661202186,23,0.6956521739130435,3.9,0.43,2.81,0.56,0.29,0.41,0.0,0.63,170
3012,Manvel Gamburyan,Cody Gibson,Submission,2,"September 27, 2014","Las Vegas, Nevada, USA",Bantamweight Bout,1,2488,40,Bantamweight 135 lb,165.0,170.0,1.0303030303030305,25,0.6,2.13,0.41,2.83,0.55,3.26,0.34,0.7,0.69,135,2455,34,Bantamweight 135 lb,178.0,180.0,1.0112359550561798,22,0.6818181818181818,2.47,0.31,2.54,0.63,1.85,0.38,0.4,0.58,135
3013,Brian Ebersole,John Howard,Decision - Split,3,"September 27, 2014","Las Vegas, Nevada, USA",Welterweight Bout,1,2258,41,Welterweight 170 lb,183.0,185.0,1.010928961748634,70,0.7285714285714285,2.32,0.49,2.14,0.56,1.7,0.23,0.1,0.61,170,2519,39,Welterweight 170 lb,170.0,183.0,1.076470588235294,37,0.6486486486486487,2.15,0.5,3.08,0.51,2.7,0.49,0.4,0.53,170
3014,Kevin Lee,Jon Tuck,Decision - Unanimous,3,"September 27, 2014","Las Vegas, Nevada, USA",Lightweight Bout,1,189,29,Welterweight 170 lb,175.0,196.0,1.12,25,0.72,3.89,0.42,3.56,0.5,3.19,0.43,0.8,0.75,170,1249,37,Lightweight 155 lb,180.0,185.0,1.0277777777777777,15,0.6666666666666666,3.0,0.4,3.74,0.6,0.42,0.33,1.0,0.5,155
3015,Kiichi Kunimoto,Richard Walsh,Decision - Split,3,"September 20, 2014","Saitama, Japan",Welterweight Bout,1,24,40,Welterweight 170 lb,178.0,180.0,1.0112359550561798,27,0.6666666666666666,1.87,0.44,3.92,0.41,1.59,0.2,0.3,0.28,170,1490,33,Welterweight 170 lb,183.0,185.0,1.010928961748634,14,0.6428571428571429,3.84,0.46,2.72,0.58,1.55,0.4,0.2,0.66,170
3016,Miesha Tate,Rin Nakai,Decision - Unanimous,3,"September 20, 2014","Saitama, Japan",Women's Bantamweight Bout,1,1317,35,Bantamweight 135 lb,168.0,165.0,0.9821428571428572,27,0.7037037037037037,2.41,0.43,2.87,0.52,1.99,0.31,1.4,0.53,135,591,35,Bantamweight 135 lb,155.0,155.0,1.0,22,0.8636363636363636,1.57,0.33,3.9,0.6,3.0,0.18,0.5,0.75,135
3017,Katsunori Kikuno,Sam Sicilia,Submission,2,"September 20, 2014","Saitama, Japan",Featherweight Bout,1,72,40,Featherweight 145 lb,173.0,168.0,0.9710982658959536,34,0.7058823529411765,2.64,0.4,2.47,0.61,1.88,0.75,0.8,0.76,145,1007,36,Featherweight 145 lb,173.0,170.0,0.9826589595375722,23,0.6521739130434783,2.46,0.33,3.55,0.59,1.45,0.43,0.9,0.7,145
3018,Roy Nelson,Mark Hunt,KO/TKO,2,"September 20, 2014","Saitama, Japan",Heavyweight Bout,0,561,45,Heavyweight 265 lb,183.0,185.0,1.010928961748634,36,0.6111111111111112,2.18,0.36,4.79,0.46,1.14,0.27,0.1,0.65,263,2505,47,Heavyweight 265 lb,178.0,183.0,1.0280898876404494,28,0.4642857142857143,2.81,0.43,2.9,0.51,0.51,0.55,0.2,0.64,265
3019,Yoshihiro Akiyama,Amir Sadollah,Decision - Unanimous,3,"September 20, 2014","Saitama, Japan",Welterweight Bout,1,1679,46,Welterweight 170 lb,178.0,190.0,1.0674157303370786,20,0.7,3.1,0.41,3.62,0.57,2.29,0.67,1.0,0.92,170,1237,41,Welterweight 170 lb,178.0,190.0,1.0674157303370786,11,0.5454545454545454,4.71,0.46,3.55,0.6,0.57,0.27,0.3,0.6,170
